MMSI,Time,SOG,Longitude,Latitude,COG
26,20190326_170700,6.90,-43.128,-22.894,279.30
26,20190327_080400,3.70,-43.188,-22.888,256.60
3,20190327_123200,3.50,-43.127,-22.837,8
26,20190327_163100,6.60,-43.13,-22.875,56.70
46,20190327_193000,10.20,-43.138,-22.811,277
0,20190327_193400,9.90,-43.125,-22.894,123.40
26,20190327_200600,10.20,-43.166,-22.862,245
6,20190327_203300,8,-43.101,-22.991,174
26,20190328_022800,6.60,-43.112,-22.87,56.70
3,20190328_080100,9.80,-43.138,-22.836,226.80
0,20190328_213000,9.90,-43.127,-22.893,123.40
6,20190329_113900,10.20,-43.125,-22.894,350.80
6,20190329_130100,17.30,-43.121,-22.878,75.30
26,20190329_173000,11,-43.152,-22.879,312
6,20190329_213500,14.20,-43.141,-22.922,160
3,20190329_220900,5.50,-43.144,-22.833,161
3,20190329_223400,7.30,-43.136,-22.884,335
6,20190330_140600,10.70,-43.129,-22.865,244
3,20190330_153400,7.60,-43.05,-22.972,91
3,20190330_200100,7.30,-43.136,-22.884,335
3,20190330_200300,7.70,-43.13,-22.839,311
3,20190330_221000,10.40,-43.165,-22.854,350
6,20190330_225900,14.20,-43.184,-22.853,160
6,20190331_085900,10,-43.126,-22.873,289
3,20190331_093500,2.60,-43.12,-22.882,86.90
3,20190331_113400,12.40,-43.131,-22.864,37
6,20190331_115900,14.20,-43.184,-22.853,160
6,20190331_133700,6.40,-43.142,-22.85,47
3,20190331_143600,7.70,-43.13,-22.839,311
6,20190331_203700,3.90,-43.17,-22.902,245
3,20190331_213000,11.10,-43.14,-22.938,350
3,20190331_213100,7.30,-43.136,-22.884,335
6,20190331_215900,6.10,-43.161,-22.893,200.40
6,20190401_130900,3.90,-43.125,-22.894,245
3,20190401_130900,15.90,-43.148,-22.902,41
3,20190401_143100,7.30,-43.136,-22.884,335
5,20190401_143400,12.30,-43.152,-22.837,64
6,20190401_163200,12.50,-43.104,-23.048,214
3,20190401_180100,9,-43.167,-22.86,177
6,20190402_090600,8,-43.133,-22.96,150
5,20190402_110600,11.50,-43.154,-22.764,207
26,20190402_113300,11.70,-43.158,-22.897,256
6,20190402_140800,1.40,-43.161,-22.886,52.70
46,20190402_163100,4.20,-43.152,-22.89,282.20
5,20190402_170300,17.50,-43.12,-22.879,173.90
5,20190402_173600,10.40,-43.117,-22.999,78
46,20190402_190500,4.20,-43.182,-22.86,161
5,20190402_190900,8.50,-43.154,-22.879,9.50
6,20190402_192900,1.70,-43.125,-22.893,65.20
6,20190402_213200,13.30,-43.16,-22.882,214
6,20190402_213300,3.90,-43.167,-22.901,62.50
0,20190403_032100,1.60,-43.125,-22.894,169.70
5,20190403_033200,1.10,-43.131,-22.878,258
5,20190403_080300,9.70,-43.142,-23.028,309
6,20190403_113200,11.40,-43.144,-22.85,181
26,20190403_130500,3.10,-43.113,-22.866,152
6,20190403_173100,10.40,-43.147,-22.904,341
46,20190403_190700,11.90,-43.171,-22.902,256.70
6,20190403_193300,8,-43.16,-22.892,248.10
6,20190403_210400,1.70,-43.13,-22.893,65.20
0,20190404_085900,12.80,-43.111,-22.922,295.20
26,20190404_093700,11,-42.924,-23.06,348
26,20190404_160700,16,-43.136,-22.853,54.80
26,20190404_203300,10.90,-43.153,-22.821,359
3,20190404_210300,1.60,-43.115,-22.882,37
6,20190404_213000,14.90,-43.121,-22.878,278.70
6,20190404_225900,8,-43.125,-22.894,248.10
6,20190405_060300,4.50,-43.118,-22.882,272
6,20190405_133400,1.80,-43.065,-23.027,140
5,20190405_180900,8.70,-43.169,-22.919,320
3,20190405_210600,9.20,-43.12,-22.882,325.60
6,20190405_220600,3.70,-43.188,-22.888,313.70
0,20190406_080700,5.80,-43.138,-22.801,171.40
26,20190406_193000,16,-43.183,-22.882,111.30
6,20190406_203000,10,-43.161,-22.896,206.50
26,20190406_203700,1.10,-43.111,-22.819,65.70
3,20190406_203700,9.20,-43.118,-22.881,325.60
5,20190407_115700,8.70,-43.169,-22.919,320
6,20190407_115700,18.10,-43.181,-22.894,265.60
46,20190407_180000,1.40,-43.188,-22.888,305.50
26,20190407_180600,4.50,-43.112,-22.865,198.30
6,20190407_200800,13.10,-43.149,-22.882,54
6,20190407_215900,11.10,-43.172,-22.903,262
3,20190408_113700,12.10,-43.135,-22.837,351
46,20190408_192900,1.40,-43.188,-22.888,305.50
46,20190408_203200,9.80,-43.145,-22.84,4
6,20190408_210100,11.10,-43.171,-22.903,262
26,20190408_212700,16.10,-43.18,-22.855,342
5,20190408_223500,19.60,-43.099,-22.931,125.80
3,20190409_103200,9,-42.91,-23.045,282
26,20190409_160700,13.80,-43.114,-22.864,273.80
46,20190409_183500,9.80,-43.117,-22.821,233.80
46,20190409_193800,1.40,-43.188,-22.888,305.50
5,20190409_213200,13.70,-42.979,-23.018,267
6,20190409_215900,12,-43.139,-22.956,273
46,20190410_080700,1.40,-43.174,-22.891,305.50
46,20190410_145900,5.60,-43.126,-22.894,73.60
3,20190410_150200,1.40,-43.17,-22.903,67.50
0,20190410_151400,8.60,-43.121,-22.879,276.90
6,20190410_165900,13.30,-43.134,-22.838,214
6,20190410_170100,6.60,-43.157,-22.864,66
5,20190410_180600,8.30,-43.156,-22.862,359.80
6,20190410_183000,7.50,-43.17,-22.902,277.10
5,20190410_213100,6.50,-43.148,-22.839,351
5,20190411_083100,6.50,-43.148,-22.839,351
6,20190411_093100,6.60,-43.131,-22.864,66
46,20190411_100200,11.70,-43.141,-22.896,81.30
3,20190411_103500,22.70,-43.102,-22.928,312.60
5,20190411_153500,8.80,-43.137,-22.878,242.90
3,20190411_200000,4.80,-43.141,-22.837,27
6,20190411_203000,1.80,-43.1,-22.93,287.30
26,20190411_210000,8.60,-43.112,-22.87,151.40
26,20190411_210400,9.40,-43.181,-22.86,10
6,20190411_220000,2.60,-43.138,-22.843,158
0,20190411_223100,16.10,-43.121,-22.878,296.80
46,20190412_063000,11.60,-43.16,-22.898,250.20
5,20190412_103200,5.60,-43.133,-22.848,13
5,20190412_113700,1.60,-43.153,-22.881,36.60
5,20190412_123400,1.50,-43.121,-22.878,118.30
6,20190412_140700,11.30,-43.152,-22.821,226
3,20190412_160300,7.40,-43.171,-22.903,77
6,20190412_180400,8.20,-43.122,-22.784,92
26,20190412_192900,9.40,-43.165,-22.859,10
6,20190412_193100,10.50,-43.163,-22.878,217
6,20190413_083000,8.20,-43.121,-22.878,92
514,20190413_100800,7.60,-43.131,-22.869,340.60
26,20190413_200400,16.60,-43.152,-22.855,30.70
6,20190413_210700,10.10,-43.16,-22.9,74.20
46,20190413_215900,1.20,-43.126,-22.873,30
6,20190413_220200,11,-43.13,-22.999,170
6,20190413_223800,10.20,-43.125,-22.894,262.80
6,20190414_043700,10.20,-43.125,-22.894,262.80
